,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),full_state_cluster,full_irsbrac_cluster,income_level,zi_irsbrac_cluster,full_quart_cluster,income_quartile,zi_quart_cluster,zi_state_cluster,full_sgroup_cluster,zi_sgroup_cluster,Group,Metro,State,zipcode,City,County,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
83,60567.0,TX,2,2,2,2,1,1,CA,Pacific,East North Central,West South Central,Austin-Round Rock,TX,78745,Austin,Travis County,0.092370852,0.0,35.4,99.8,38.5,24.4,2.4,10.0,46.0,3.0,45.0,24.0,592.0,274.0,155.0,114.0,33.0,186.0,25.2,72.0
84,32558.0,FL,1,1,1,1,0,1,TX,South Atlantic,South Atlantic,East North Central,Chicago-Naperville-Elgin,IL,60619,Chicago,Cook County,0.018039216,1.0,39.4,79.6,61.6,36.1,2.41,58.0,59.0,49.0,9.0,0.0,21.0,0.0,142.0,7.0,0.0,0.0,40.3,0.0
85,109747.0,NY,2,4,4,2,2,2,CA,Middle Atlantic,Pacific,Pacific,San Francisco-Oakland-Hayward,CA,94110,San Francisco,San Francisco County,0.028272605,1.0,36.6,119.8,33.9,20.0,2.6,10.0,44.0,0.0,39.0,201.0,340.0,357.0,642.0,397.0,150.0,278.0,31.3,83.0
86,55708.0,NY,2,2,1,2,1,1,FL,South Atlantic,East North Central,South Atlantic,Miami-Fort Lauderdale-West Palm Beach,FL,33025,Miramar,Broward County,0.06263688099999999,1.0,35.6,86.0,49.4,32.6,2.9,30.0,55.0,4.0,20.0,0.0,27.0,53.0,133.0,0.0,0.0,23.0,29.6,15.0
87,65572.0,CA,2,2,2,2,1,2,CA,Pacific,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90034,Los Angeles,Los Angeles County,0.037653874,2.0,33.6,98.6,30.8,18.6,2.15,6.0,34.0,0.0,24.0,278.0,203.0,164.0,243.0,148.0,30.0,175.0,27.2,25.0
88,50565.0,CA,2,2,1,2,1,1,CA,Middle Atlantic,East North Central,South Atlantic,Miami-Fort Lauderdale-West Palm Beach,FL,33139,Miami Beach,Miami-Dade County,-0.082828839,0.0,40.3,121.3,37.5,16.6,1.83,8.0,38.0,0.0,55.0,78.0,122.0,42.0,227.0,55.0,43.0,230.0,23.6,117.0
89,48671.0,OH,2,1,1,2,1,1,FL,East North Central,East North Central,East North Central,Cleveland-Elyria,OH,44107,Lakewood,Cuyahoga County,0.107888631,0.0,35.2,96.6,43.1,25.9,2.06,14.0,48.0,0.0,29.0,5.0,655.0,147.0,587.0,293.0,1717.0,233.0,23.5,26.0
90,67274.0,NC,2,2,2,2,1,1,FL,South Atlantic,East North Central,South Atlantic,Charlotte-Concord-Gastonia,NC,28027,Concord,Cabarrus County,0.092523364,1.0,37.4,91.3,59.1,40.7,2.77,26.0,49.0,0.0,19.0,84.0,336.0,29.0,217.0,154.0,67.0,87.0,27.4,41.0
91,60029.0,TX,2,2,2,2,1,1,FL,Pacific,East North Central,West South Central,Dallas-Fort Worth-Arlington,TX,75067,Lewisville,Denton County,0.074926748,4.0,31.6,94.2,48.6,37.8,2.67,25.0,55.0,35.0,25.0,38.0,266.0,189.0,113.0,38.0,16.0,274.0,26.2,20.0
92,60425.0,NC,2,2,2,2,1,1,FL,South Atlantic,East North Central,South Atlantic,Virginia Beach-Norfolk-Newport News,VA,23462,Virginia Beach,Virginia Beach City,0.032541322000000004,0.0,33.5,89.8,50.6,33.2,2.5,29.0,50.0,13.0,11.0,15.0,109.0,95.0,134.0,107.0,71.0,108.0,22.4,69.0
93,54989.0,NY,2,2,2,2,1,2,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11377,New York,Queens County,0.06841441200000001,1.0,38.9,105.9,45.4,25.4,2.84,13.0,35.0,0.0,34.0,30.0,128.0,40.0,1130.0,22.0,63.0,19.0,37.6,49.0
94,67028.0,NY,2,2,2,2,1,2,CA,Middle Atlantic,Pacific,New England,Boston-Cambridge-Newton,MA,2169,Quincy,Norfolk County,0.054001459,3.0,38.3,89.6,47.3,24.9,2.26,14.0,64.0,0.0,57.0,15.0,54.0,102.0,737.0,369.0,30.0,127.0,35.5,36.0
95,53160.0,MI,2,2,1,2,1,1,FL,Pacific,East North Central,East North Central,Ann Arbor,MI,48197,Ypsilanti,Washtenaw County,0.115441539,0.0,30.7,93.6,38.8,26.0,2.46,18.0,40.0,3.0,32.0,46.0,180.0,212.0,297.0,80.0,93.0,84.0,23.3,6.0
96,92414.0,CA,2,3,4,2,2,2,NJ,West North Central,East North Central,West North Central,Kansas City,KS,66062,Olathe,Johnson County,0.049363057,1.0,34.7,97.7,62.6,47.9,2.88,14.0,48.0,5.0,21.0,5.0,591.0,661.0,135.0,79.0,118.0,295.0,21.2,44.0
97,44238.0,OH,2,1,1,2,0,1,PA,East North Central,South Atlantic,East North Central,Cleveland-Elyria,OH,44035,Elyria,Lorain County,0.134743875,1.0,40.4,94.2,60.2,34.7,2.33,57.0,60.0,58.0,9.0,0.0,531.0,54.0,306.0,38.0,1294.0,147.0,21.5,57.0
98,32278.0,CA,1,1,1,1,0,1,CA,South Atlantic,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90044,Los Angeles,Los Angeles County,0.060038892,0.0,30.8,87.8,62.1,48.0,3.39,69.0,75.0,51.0,36.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,34.7,22.0
99,106843.0,CA,2,4,4,2,2,2,CA,Pacific,Middle Atlantic,Pacific,Sacramento--Roseville--Arden-Arcade,CA,95630,Folsom,Sacramento County,0.044148037,2.0,40.9,110.5,58.2,38.7,2.61,26.0,59.0,0.0,33.0,174.0,156.0,794.0,555.0,286.0,62.0,273.0,25.7,38.0
100,47981.0,CA,1,1,2,1,1,1,CA,South Atlantic,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90805,Long Beach,Los Angeles County,0.040739092000000005,1.0,30.6,95.4,60.1,47.6,3.55,61.0,64.0,39.0,31.0,349.0,6.0,23.0,54.0,31.0,9.0,24.0,29.5,45.0
101,42356.0,CA,2,1,1,2,0,1,FL,Pacific,South Atlantic,Mountain,Tucson,AZ,85710,Tucson,Pima County,0.042328042,1.0,41.0,91.8,68.7,32.4,2.19,74.0,82.0,9.0,25.0,148.0,397.0,418.0,193.0,90.0,159.0,172.0,22.3,41.0
102,63669.0,FL,2,2,2,1,1,2,CA,South Atlantic,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90650,Norwalk,Los Angeles County,0.02989188,2.0,34.9,98.6,55.7,38.0,3.82,37.0,50.0,28.0,28.0,89.0,8.0,58.0,51.0,32.0,12.0,34.0,30.5,18.0
103,96040.0,NY,2,3,4,2,2,2,IL,Middle Atlantic,Middle Atlantic,East North Central,Chicago-Naperville-Elgin,IL,60611,Chicago,Cook County,0.00744559,8.0,40.0,86.6,38.9,8.2,1.55,0.0,50.0,0.0,124.0,54.0,246.0,136.0,642.0,375.0,361.0,161.0,24.4,0.0
104,57546.0,CA,2,2,2,2,1,2,CA,Pacific,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,92683,Westminster,Orange County,0.045792079000000006,0.0,41.6,97.1,59.3,32.1,3.3,26.0,47.0,0.0,26.0,9.0,53.0,245.0,332.0,60.0,50.0,63.0,27.6,160.0
105,79490.0,NY,2,3,2,2,2,2,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11234,New York,Kings County,0.083957499,2.0,40.4,90.4,62.7,36.6,3.06,17.0,37.0,0.0,28.0,42.0,63.0,11.0,940.0,159.0,0.0,12.0,46.2,55.0
106,38370.0,NY,2,1,2,2,0,1,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11355,New York,Queens County,0.091280853,2.0,42.3,90.3,50.1,25.1,2.99,18.0,35.0,0.0,16.0,50.0,24.0,14.0,530.0,48.0,11.0,14.0,39.9,31.0
107,68407.0,TX,2,2,2,2,1,1,CA,Pacific,East North Central,East South Central,Nashville-Davidson--Murfreesboro--Franklin,TN,37075,Hendersonville,Sumner County,0.052477064,0.0,40.0,91.3,62.1,39.5,2.64,16.0,32.0,0.0,14.0,52.0,111.0,123.0,174.0,29.0,143.0,256.0,26.8,83.0
108,80956.0,NY,2,3,2,2,2,2,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,10314,New York,Richmond County,0.042124176,0.0,41.4,92.8,61.7,33.5,2.83,11.0,41.0,0.0,29.0,21.0,53.0,97.0,820.0,79.0,130.0,9.0,42.0,39.0
109,54913.0,NC,2,2,1,2,1,1,FL,South Atlantic,East North Central,South Atlantic,Atlanta-Sandy Springs-Roswell,GA,30281,Stockbridge,Henry County,0.103654485,1.0,36.7,93.8,57.1,40.4,2.87,26.0,41.0,3.0,24.0,294.0,146.0,44.0,175.0,0.0,12.0,245.0,31.9,8.0
110,66113.0,NY,2,2,2,2,1,2,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11211,New York,Kings County,0.003214101,1.0,30.6,98.2,49.6,36.6,2.61,16.0,64.0,0.0,57.0,385.0,372.0,218.0,549.0,211.0,82.0,211.0,32.1,112.0
111,116893.0,NY,2,4,4,2,2,2,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11215,New York,Kings County,-0.038083346,2.0,35.5,93.1,43.9,29.8,2.44,14.0,49.0,0.0,62.0,348.0,427.0,283.0,690.0,347.0,199.0,140.0,39.2,50.0
112,54342.0,CA,2,2,2,2,1,2,CA,Pacific,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90026,Los Angeles,Los Angeles County,0.018784411,0.0,34.6,103.3,38.2,23.7,2.65,14.0,28.0,7.0,15.0,118.0,155.0,229.0,344.0,178.0,94.0,125.0,31.1,83.0
113,43177.0,FL,1,1,1,1,0,1,FL,South Atlantic,South Atlantic,South Atlantic,Jacksonville,FL,32210,Jacksonville,Duval County,0.084430674,0.0,35.4,91.6,58.3,39.7,2.6,54.0,75.0,36.0,21.0,0.0,193.0,68.0,81.0,39.0,15.0,15.0,27.0,6.0
114,83491.0,CA,2,3,2,2,2,2,CA,Pacific,Pacific,Pacific,Napa,CA,94558,Napa,Napa County,0.059780084,1.0,41.8,99.7,64.3,35.2,2.81,25.0,46.0,0.0,38.0,71.0,94.0,630.0,277.0,175.0,39.0,455.0,23.1,66.0
115,58571.0,CA,2,2,2,2,1,1,FL,Pacific,East North Central,Mountain,Phoenix-Mesa-Scottsdale,AZ,85225,Chandler,Maricopa County,0.050617776,0.0,32.8,104.3,51.8,38.3,2.82,21.0,48.0,5.0,21.0,5.0,201.0,364.0,171.0,49.0,26.0,168.0,23.6,52.0
116,108761.0,CA,2,4,4,2,2,2,NY,West North Central,Middle Atlantic,Mountain,Denver-Aurora-Lakewood,CO,80134,Parker,Douglas County,0.019995653,0.0,36.6,99.5,59.2,46.2,2.87,12.0,54.0,0.0,16.0,32.0,742.0,795.0,271.0,252.0,133.0,385.0,27.4,22.0
117,65635.0,CA,2,2,2,1,1,1,FL,Pacific,East North Central,Mountain,Albuquerque,NM,87114,Albuquerque,Bernalillo County,0.061946903,0.0,35.1,97.3,63.2,43.8,2.78,14.0,38.0,19.0,24.0,0.0,50.0,181.0,155.0,79.0,36.0,91.0,25.4,56.0
118,59371.0,FL,2,2,2,2,1,2,CA,South Atlantic,Pacific,Pacific,San Diego-Carlsbad,CA,91910,Chula Vista,San Diego County,0.030040439,2.0,37.5,98.3,59.1,35.4,2.96,18.0,44.0,2.0,22.0,0.0,74.0,59.0,180.0,127.0,16.0,21.0,27.3,71.0
119,64586.0,LA,2,2,2,2,1,1,IL,East North Central,East North Central,New England,Hartford-West Hartford-East Hartford,CT,6010,Bristol,Hartford County,0.001590668,2.0,40.4,96.4,57.1,32.2,2.41,16.0,44.0,0.0,24.0,0.0,240.0,166.0,254.0,571.0,85.0,10.0,23.3,48.0
120,54137.0,CA,2,2,1,1,1,1,CA,Pacific,East North Central,Pacific,Fresno,CA,93722,Fresno,Fresno County,0.067198656,1.0,30.2,96.9,67.3,53.2,3.43,24.0,47.0,9.0,27.0,9.0,42.0,562.0,90.0,0.0,0.0,94.0,22.1,26.0
121,52779.0,FL,2,2,1,2,1,1,FL,South Atlantic,East North Central,West South Central,San Antonio-New Braunfels,TX,78240,San Antonio,Bexar County,0.044628099,0.0,31.9,97.7,51.1,33.4,2.43,23.0,60.0,61.0,46.0,0.0,330.0,131.0,54.0,32.0,32.0,64.0,22.3,14.0
122,77280.0,MI,2,3,2,2,2,2,IL,East North Central,East North Central,East North Central,Columbus,OH,43081,Westerville,Franklin County,0.057843590999999986,2.0,36.5,92.2,55.1,33.8,2.41,22.0,47.0,15.0,21.0,16.0,336.0,179.0,282.0,91.0,574.0,131.0,21.2,10.0
123,50475.0,PA,2,2,1,2,1,1,FL,South Atlantic,East North Central,Middle Atlantic,Lancaster,PA,17603,Lancaster,Lancaster County,0.079272255,2.0,36.3,94.1,58.3,35.6,2.42,43.0,67.0,23.0,33.0,0.0,100.0,45.0,254.0,174.0,228.0,1222.0,22.9,49.0
124,44602.0,FL,2,1,1,2,0,1,CA,Pacific,South Atlantic,Mountain,Las Vegas-Henderson-Paradise,NV,89108,Las Vegas,Clark County,0.175384615,0.0,34.2,96.1,60.5,41.9,2.87,65.0,66.0,44.0,35.0,54.0,92.0,139.0,154.0,66.0,84.0,46.0,25.2,19.0
125,74060.0,CA,2,2,2,2,1,2,FL,Pacific,East North Central,Mountain,Phoenix-Mesa-Scottsdale,AZ,85308,Glendale,Maricopa County,0.048248749,0.0,39.8,94.2,52.4,31.3,2.69,13.0,39.0,2.0,19.0,40.0,244.0,338.0,351.0,150.0,139.0,331.0,26.3,47.0
126,32300.0,CA,2,1,1,2,0,1,FL,South Atlantic,South Atlantic,Mountain,Phoenix-Mesa-Scottsdale,AZ,85281,Tempe,Maricopa County,0.078880407,1.0,24.2,122.2,16.4,10.4,2.32,9.0,20.0,7.0,30.0,18.0,299.0,270.0,229.0,166.0,64.0,122.0,20.9,4.0
127,67414.0,CA,2,2,2,2,1,1,FL,Pacific,East North Central,Mountain,Albuquerque,NM,87111,Albuquerque,Bernalillo County,0.036795707,0.0,43.9,89.7,70.4,33.5,2.35,19.0,39.0,14.0,14.0,46.0,184.0,332.0,213.0,229.0,77.0,233.0,21.7,21.0
128,44435.0,MI,2,1,1,2,0,1,PA,East North Central,South Atlantic,East North Central,Detroit-Warren-Dearborn,MI,48180,Taylor,Wayne County,0.113127001,1.0,38.5,93.3,63.1,38.2,2.57,52.0,59.0,30.0,19.0,9.0,242.0,55.0,338.0,58.0,160.0,55.0,22.1,9.0
129,65743.0,TX,2,2,2,2,1,1,CA,Pacific,East North Central,South Atlantic,Orlando-Kissimmee-Sanford,FL,34787,Winter Garden,Orange County,0.075722351,0.0,36.0,87.9,60.2,42.2,2.92,32.0,48.0,7.0,31.0,0.0,59.0,150.0,209.0,51.0,46.0,252.0,28.1,20.0
130,108861.0,CA,2,4,4,2,2,2,CA,Pacific,Middle Atlantic,Pacific,Portland-Vancouver-Hillsboro,OR,97229,Portland,Multnomah County,0.04234167900000002,1.0,38.7,95.7,62.4,43.8,2.73,3.0,34.0,0.0,18.0,114.0,231.0,615.0,335.0,108.0,41.0,371.0,24.1,41.0
131,62612.0,CA,2,2,2,2,1,1,CA,Pacific,Pacific,Pacific,Vallejo-Fairfield,CA,94533,Fairfield,Solano County,0.058390177,1.0,34.1,97.7,60.2,41.3,3.13,48.0,58.0,0.0,26.0,531.0,71.0,160.0,124.0,150.0,8.0,54.0,31.5,20.0
132,93201.0,TX,2,3,4,2,2,2,NJ,Pacific,East North Central,West South Central,Dallas-Fort Worth-Arlington,TX,76063,Mansfield,Tarrant County,0.050618673,1.0,36.3,93.3,62.7,47.5,3.01,28.0,47.0,7.0,21.0,21.0,354.0,96.0,163.0,27.0,105.0,99.0,29.8,76.0
133,56424.0,OH,2,2,1,2,1,1,OH,East North Central,East North Central,Middle Atlantic,Pittsburgh,PA,15601,Greensburg,Westmoreland County,0.032191781,1.0,46.4,92.7,64.2,27.3,2.21,17.0,49.0,0.0,18.0,0.0,383.0,49.0,184.0,173.0,2871.0,110.0,23.3,24.0
134,112161.0,TX,2,4,4,2,2,2,IL,Pacific,Middle Atlantic,West South Central,Houston-The Woodlands-Sugar Land,TX,77459,Missouri City,Fort Bend County,0.023428784,0.0,38.5,97.9,60.7,42.5,3.12,9.0,52.0,20.0,28.0,54.0,579.0,228.0,196.0,98.0,92.0,130.0,33.1,46.0
135,102746.0,CA,2,4,4,2,2,2,CA,Pacific,Pacific,Pacific,Riverside-San Bernardino-Ontario,CA,91709,Chino Hills,San Bernardino County,0.024814647,1.0,38.0,93.2,52.0,36.3,3.23,18.0,42.0,0.0,34.0,11.0,265.0,181.0,160.0,76.0,0.0,289.0,38.9,71.0
136,44248.0,NC,2,1,1,1,0,1,FL,South Atlantic,South Atlantic,East North Central,Columbus,OH,43055,Newark,Licking County,0.086814087,2.0,37.8,91.8,67.9,40.6,2.47,28.0,46.0,15.0,18.0,0.0,185.0,31.0,219.0,267.0,135.0,198.0,23.2,27.0
137,58433.0,CA,2,2,2,2,1,1,CA,Pacific,Pacific,Pacific,Sacramento--Roseville--Arden-Arcade,CA,95608,Carmichael,Sacramento County,0.038596491,1.0,43.4,84.8,67.5,34.4,2.38,40.0,52.0,58.0,24.0,154.0,223.0,489.0,352.0,194.0,27.0,252.0,26.3,11.0
138,55742.0,NC,2,2,1,1,1,1,OH,South Atlantic,East North Central,West South Central,El Paso,TX,79938,El Paso,El Paso County,0.039610841,0.0,27.9,104.0,62.2,56.0,3.52,21.0,75.0,7.0,45.0,4.0,32.0,19.0,26.0,0.0,14.0,26.0,28.5,20.0
139,41809.0,CA,2,1,1,2,0,1,FL,Pacific,South Atlantic,Mountain,Yuma,AZ,85364,Yuma,Yuma County,0.050965251,1.0,31.6,101.6,69.3,46.0,2.78,58.0,70.0,16.0,17.0,45.0,132.0,129.0,24.0,35.0,13.0,139.0,16.6,92.0
140,70128.0,OH,2,2,2,2,1,1,IL,East North Central,East North Central,East North Central,Cleveland-Elyria,OH,44060,Mentor,Lake County,0.062911923,1.0,46.6,90.8,64.1,30.9,2.38,28.0,38.0,3.0,6.0,0.0,909.0,108.0,429.0,565.0,1666.0,202.0,23.6,20.0
141,79013.0,NY,2,3,2,2,2,2,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11238,New York,Kings County,-0.053458199000000005,1.0,35.6,87.3,38.6,21.4,2.21,16.0,41.0,0.0,62.0,221.0,146.0,98.0,425.0,173.0,55.0,216.0,38.9,74.0
142,67280.0,NC,2,2,2,1,1,1,IL,South Atlantic,East North Central,East North Central,Columbus,OH,43123,Grove City,Franklin County,0.080304807,0.0,38.7,95.2,61.5,39.9,2.67,36.0,57.0,0.0,38.0,0.0,42.0,37.0,204.0,67.0,119.0,186.0,23.3,9.0
143,39388.0,CA,1,1,1,1,0,1,TN,South Atlantic,South Atlantic,West South Central,McAllen-Edinburg-Mission,TX,78577,Pharr,Hidalgo County,0.075178998,1.0,28.7,89.5,86.5,65.0,3.58,28.0,55.0,29.0,35.0,20.0,12.0,37.0,10.0,15.0,0.0,12.0,20.3,9.0
144,74202.0,CA,2,2,2,2,1,2,FL,West North Central,East North Central,Mountain,Denver-Aurora-Lakewood,CO,80013,Aurora,Arapahoe County,0.043952713,0.0,34.7,96.4,52.6,39.4,2.89,37.0,57.0,0.0,20.0,53.0,207.0,803.0,366.0,71.0,63.0,201.0,30.3,0.0
145,56172.0,TX,2,2,2,2,1,1,CA,South Atlantic,East North Central,South Atlantic,Miami-Fort Lauderdale-West Palm Beach,FL,33024,Pembroke Pines,Broward County,0.076157673,0.0,36.7,95.3,55.3,35.4,3.19,27.0,46.0,45.0,29.0,0.0,95.0,48.0,275.0,73.0,90.0,44.0,29.0,83.0
146,56688.0,FL,2,2,2,2,1,1,FL,Pacific,East North Central,South Atlantic,Cape Coral-Fort Myers,FL,33908,Fort Myers,Lee County,0.015879649,1.0,64.7,86.0,145.7,24.3,2.05,11.0,19.0,0.0,0.0,18.0,185.0,164.0,250.0,213.0,122.0,248.0,24.5,0.0
147,64481.0,NY,2,2,2,2,1,2,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11385,New York,Queens County,0.05161594,0.0,35.4,98.3,47.4,32.4,3.04,16.0,30.0,13.0,15.0,95.0,103.0,54.0,328.0,111.0,62.0,51.0,40.2,21.0
148,83141.0,TX,2,3,2,2,2,2,IL,Pacific,East North Central,West South Central,Dallas-Fort Worth-Arlington,TX,75056,The Colony,Denton County,0.056142909000000005,1.0,34.2,105.4,46.7,37.4,2.75,16.0,52.0,0.0,36.0,0.0,496.0,38.0,84.0,0.0,95.0,86.0,28.8,11.0
149,93267.0,TX,2,3,4,2,2,2,CA,Pacific,Middle Atlantic,Pacific,Seattle-Tacoma-Bellevue,WA,98012,Bothell,Snohomish County,0.06029331900000001,0.0,35.9,97.7,56.6,40.4,2.76,15.0,64.0,0.0,45.0,95.0,304.0,624.0,244.0,93.0,89.0,284.0,33.8,68.0
150,75209.0,CA,2,3,4,2,2,2,CA,Pacific,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90066,Los Angeles,Los Angeles County,0.02693075,0.0,37.1,102.8,42.5,23.9,2.38,14.0,42.0,26.0,35.0,109.0,358.0,293.0,381.0,172.0,36.0,159.0,26.7,83.0
151,70929.0,MD,2,2,2,2,1,2,CA,South Atlantic,East North Central,South Atlantic,Washington-Arlington-Alexandria,MD,20906,Silver Spring,Montgomery County,0.06630336099999999,0.0,40.5,87.9,69.0,35.7,2.74,44.0,51.0,4.0,54.0,5.0,192.0,143.0,366.0,148.0,25.0,66.0,36.4,23.0
152,75420.0,TX,2,3,2,1,2,2,PA,Pacific,East North Central,West South Central,Dallas-Fort Worth-Arlington,TX,76028,Burleson,Johnson County,0.12156078,0.0,36.9,88.6,66.5,44.2,2.84,47.0,77.0,37.0,29.0,14.0,297.0,213.0,71.0,0.0,0.0,180.0,30.1,25.0
153,51564.0,NY,2,2,1,2,1,1,FL,Middle Atlantic,East North Central,Middle Atlantic,Ithaca,NY,14850,Ithaca,Tompkins County,-0.007258065,3.0,26.9,96.6,33.0,17.7,2.27,12.0,40.0,0.0,44.0,106.0,350.0,261.0,438.0,269.0,72.0,308.0,16.6,105.0
154,81693.0,TX,2,3,2,2,2,2,IL,Pacific,East North Central,South Atlantic,Tampa-St. Petersburg-Clearwater,FL,33647,Tampa,Hillsborough County,0.014049877,2.0,34.5,95.5,52.4,38.5,2.79,21.0,38.0,0.0,28.0,95.0,194.0,280.0,203.0,153.0,61.0,229.0,29.9,44.0
155,98743.0,CA,2,3,2,2,2,2,CA,Pacific,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,92677,Laguna Niguel,Orange County,0.005474887,0.0,44.6,93.9,57.8,31.9,2.59,18.0,57.0,6.0,35.0,112.0,341.0,596.0,458.0,212.0,143.0,313.0,29.4,42.0
156,90925.0,NC,2,3,4,2,2,2,NJ,Pacific,East North Central,South Atlantic,Atlanta-Sandy Springs-Roswell,GA,30040,Cumming,Forsyth County,0.06,2.0,36.4,101.7,68.0,48.9,2.95,33.0,59.0,1.0,37.0,35.0,193.0,112.0,380.0,68.0,139.0,91.0,32.1,8.0
157,88414.0,MI,2,3,2,2,2,2,NJ,Pacific,East North Central,South Atlantic,Raleigh,NC,27587,Wake Forest,Wake County,0.040768976,0.0,38.1,93.7,67.2,48.8,2.88,22.0,49.0,0.0,21.0,84.0,308.0,89.0,156.0,148.0,219.0,224.0,30.5,17.0
158,76741.0,OH,2,3,2,2,2,2,PA,East North Central,East North Central,East North Central,Cleveland-Elyria,OH,44256,Medina,Medina County,0.052507096,0.0,41.8,100.2,64.9,39.9,2.61,26.0,60.0,5.0,29.0,4.0,995.0,245.0,392.0,334.0,1858.0,531.0,27.7,36.0
159,62283.0,MD,2,2,2,2,1,2,CA,Middle Atlantic,Pacific,New England,Boston-Cambridge-Newton,MA,2148,Malden,Middlesex County,0.07376113299999999,0.0,35.3,90.8,44.6,27.3,2.64,27.0,59.0,0.0,39.0,38.0,33.0,65.0,362.0,326.0,0.0,64.0,34.4,68.0
160,38862.0,NC,2,1,1,1,0,1,TN,South Atlantic,South Atlantic,West North Central,Springfield,MO,65807,Springfield,Greene County,0.088307441,1.0,31.8,90.7,47.3,24.5,2.15,14.0,35.0,12.0,22.0,14.0,185.0,387.0,107.0,46.0,10.0,195.0,18.1,18.0
161,33304.0,FL,1,1,1,1,0,1,TX,South Atlantic,South Atlantic,East North Central,Chicago-Naperville-Elgin,IL,60620,Chicago,Cook County,-0.017760618,0.0,40.3,78.7,63.8,35.8,2.69,50.0,49.0,18.0,19.0,12.0,9.0,0.0,14.0,8.0,0.0,0.0,40.4,68.0
162,49098.0,NY,2,1,2,2,1,1,CA,Middle Atlantic,Pacific,Middle Atlantic,New York-Newark-Jersey City,NY,11373,New York,Queens County,0.025041126,1.0,38.6,100.7,48.0,28.2,3.18,15.0,44.0,31.0,32.0,0.0,97.0,8.0,287.0,38.0,20.0,23.0,42.5,115.0
163,42182.0,CA,2,1,1,2,0,1,CA,Pacific,South Atlantic,Pacific,Sacramento--Roseville--Arden-Arcade,CA,95823,Sacramento,Sacramento County,0.036175711,3.0,30.7,92.9,65.9,49.5,3.34,71.0,88.0,18.0,28.0,2585.0,39.0,70.0,71.0,0.0,0.0,0.0,27.3,66.0
164,70553.0,NY,2,2,2,2,1,1,PA,Middle Atlantic,East North Central,New England,Bridgeport-Stamford-Norwalk,CT,6902,Stamford,Fairfield County,-0.000392003,3.0,34.8,104.4,48.4,30.0,2.68,26.0,60.0,2.0,36.0,39.0,198.0,75.0,934.0,67.0,262.0,70.0,25.8,37.0
165,87744.0,FL,2,3,4,2,2,2,MA,South Atlantic,Middle Atlantic,Pacific,Riverside-San Bernardino-Ontario,CA,92336,Fontana,San Bernardino County,0.040574424,0.0,31.7,98.4,55.3,44.6,4.02,28.0,36.0,19.0,24.0,0.0,154.0,124.0,55.0,16.0,0.0,232.0,34.6,82.0
